Year,Make,Model,Price,Miles,Rating,Source
2022,Nissan,Frontier,38497,18183,N/A,Source.CARFAX
2023,Dodge,Charger,37149,1759,N/A,Source.CARFAX
2023,Jeep,Gladiator,46298,5962,N/A,Source.CARFAX
2023,Hyundai,Santa Fe,33800,13104,N/A,Source.CARFAX
2023,Ford,Maverick,34896,11075,N/A,Source.CARFAX
2024,Subaru,Crosstrek,27955,11659,N/A,Source.CARFAX
2021,Ram,1500,31685,51996,N/A,Source.CARFAX
2021,GMC,Acadia,34995,30139,N/A,Source.CARFAX
2022,Ford,Escape,24974,19276,N/A,Source.CARFAX
2021,Dodge,Challenger,24995,43131,N/A,Source.CARFAX
2022,Genesis,GV70,41737,48345,N/A,Source.CARFAX
2022,Nissan,Altima,19667,37162,N/A,Source.CARFAX
2022,Volvo,S90,38878,19299,N/A,Source.CARFAX
2020,Ford,F-150,44597,27688,N/A,Source.CARFAX
2023,BMW,X5,45995,46164,N/A,Source.CARFAX
2021,Jeep,Cherokee,14800,123000,N/A,Source.CARFAX
2023,BMW,X5,45995,46164,N/A,Source.CARFAX
2021,Honda,Passport,26495,53075,N/A,Source.CARFAX
2020,Audi,A3,21000,58074,N/A,Source.CARFAX
2021,Nissan,Frontier,22888,21398,N/A,Source.CARFAX
2020,Honda,Passport,21984,74313,N/A,Source.CARFAX
2020,Kia,Sorento,18588,91794,N/A,Source.CARFAX
2022,Ford,Edge,20250,52898,N/A,Source.CARFAX
2021,Ford,Bronco Sport,21500,61223,N/A,Source.CARFAX
2023,Mazda,CX-30,22989,30088,N/A,Source.CARFAX
2023,Jeep,Gladiator,36675,36203,N/A,Source.CARFAX
2020,Ford,F-150,23800,191000,N/A,Source.CARFAX
2022,Toyota,Tacoma,35583,41475,N/A,Source.CARFAX
2020,Chevrolet,Equinox,18500,51774,N/A,Source.CARFAX
2020,Nissan,Kicks,16777,50748,N/A,Source.CARFAX
2022,Mitsubishi,Outlander,17997,98741,N/A,Source.CARFAX
2022,Chevrolet,Equinox,17995,73373,N/A,Source.CARFAX
2020,Ram,1500,22500,92910,N/A,Source.CARFAX
2022,Toyota,Corolla,17990,72780,N/A,Source.CARFAX
2021,Audi,A4,32900,16009,N/A,Source.CARFAX
2023,Jeep,Grand Cherokee L,35464,17721,N/A,Source.CARFAX
2020,Nissan,Altima,11965,142872,N/A,Source.CARFAX
2021,Cadillac,CT5,32900,27193,N/A,Source.CARFAX
2022,Buick,Encore GX,19998,7310,N/A,Source.CARFAX
2023,Nissan,Altima,23459,26480,N/A,Source.CARFAX
2020,BMW,3 Series,25755,34648,N/A,Source.CARFAX
2023,Hyundai,Palisade,39500,18666,N/A,Source.CARFAX
2023,Mitsubishi,Outlander,29784,19034,N/A,Source.CARFAX
2022,Dodge,Challenger,43994,2575,N/A,Source.CARFAX
2020,Subaru,Outback,20995,74608,N/A,Source.CARFAX
2023,Jeep,Gladiator,43888,17054,N/A,Source.CARFAX
2023,Toyota,Corolla,24998,13165,N/A,Source.CARFAX
2022,Nissan,Titan,32840,4353,N/A,Source.CARFAX
2023,Kia,Sorento,29614,6073,N/A,Source.CARFAX
2021,Hyundai,Venue,13985,49781,N/A,Source.CARFAX
2020,Ford,Escape,16655,54679,N/A,Source.CARFAX
2020,Nissan,Titan,30700,63707,N/A,Source.CARFAX
2021,Subaru,Forester,23087,65768,N/A,Source.CARFAX
2020,Lincoln,Nautilus,24500,68599,N/A,Source.CARFAX
2023,Nissan,Rogue,31276,10410,N/A,Source.CARFAX
2023,GMC,Terrain,24999,41307,N/A,Source.CARFAX
2024,Hyundai,Kona,24900,15,N/A,Source.CARFAX
2021,Chevrolet,Colorado,20878,62845,N/A,Source.CARFAX
2021,Subaru,Ascent,30924,31615,N/A,Source.CARFAX
2023,Nissan,Sentra,20540,20630,N/A,Source.CARFAX
2022,Ford,Explorer,37988,25853,N/A,Source.CARFAX
2021,Hyundai,Venue,17435,60765,N/A,Source.CARFAX
2021,Jaguar,F-Pace,44877,21648,N/A,Source.CARFAX
2021,Toyota,RAV4,19995,106488,N/A,Source.CARFAX
2020,Volvo,XC90,29199,68410,N/A,Source.CARFAX
2021,Dodge,Durango,37806,41370,N/A,Source.CARFAX
2021,Toyota,Highlander,38300,15026,N/A,Source.CARFAX
2021,Dodge,Durango,37806,41370,N/A,Source.CARFAX
2020,Toyota,Sienna,22995,106186,N/A,Source.CARFAX
2021,Honda,HR-V,21499,14807,N/A,Source.CARFAX
2022,Toyota,Camry,22499,44710,N/A,Source.CARFAX
2023,Nissan,Frontier,34658,25277,N/A,Source.CARFAX
2022,Ford,F-150,40599,44348,N/A,Source.CARFAX
2022,Chevrolet,Silverado 1500,49498,20421,N/A,Source.CARFAX
2021,Jeep,Grand Cherokee,18495,139267,N/A,Source.CARFAX
2020,Honda,Pilot,31390,37312,N/A,Source.CARFAX
2023,Honda,Civic,26514,18151,N/A,Source.CARFAX
2020,Mazda,CX-5,18995,109944,N/A,Source.CARFAX
2021,Honda,Odyssey,27480,54798,N/A,Source.CARFAX
2024,Kia,Telluride,37300,3835,N/A,Source.CARFAX
2024,Nissan,Sentra,20822,3966,N/A,Source.CARFAX
2020,BMW,X5,27555,102075,N/A,Source.CARFAX
2020,Hyundai,Sonata,16300,60000,N/A,Source.CARFAX
2020,Toyota,Camry,24800,43941,N/A,Source.CARFAX
2021,Ram,1500,38996,59313,N/A,Source.CARFAX
2021,Honda,HR-V,17951,55695,N/A,Source.CARFAX
2022,BMW,X5,44572,20202,N/A,Source.CARFAX
2021,Nissan,Rogue,20239,63940,N/A,Source.CARFAX
2023,Subaru,Forester,30500,13298,N/A,Source.CARFAX
2022,Hyundai,Venue,19750,29038,N/A,Source.CARFAX
2023,Ford,F-150,49999,9609,N/A,Source.CARFAX
2021,Nissan,Rogue,20239,63940,N/A,Source.CARFAX
2022,BMW,X5,44572,20202,N/A,Source.CARFAX
2022,Chevrolet,Equinox,22000,22790,N/A,Source.CARFAX
2022,Kia,Sportage,23626,18721,N/A,Source.CARFAX
2022,Ford,F-150,37512,34138,N/A,Source.CARFAX
2023,Ford,F-150,48460,3581,N/A,Source.CARFAX
2023,GMC,Canyon,39488,5529,N/A,Source.CARFAX
2023,Subaru,Forester,30500,13298,N/A,Source.CARFAX
2022,Ford,F-150,43290,32144,N/A,Source.CARFAX
2023,Jeep,Grand Cherokee,48900,20135,N/A,Source.CARFAX
2022,Ford,F-150,44960,31750,N/A,Source.CARFAX
2024,Ford,F-150,48777,809,N/A,Source.CARFAX
2024,Kia,Carnival,33997,17918,N/A,Source.CARFAX
2022,Ford,Escape,29597,5119,N/A,Source.CARFAX
2021,Acura,TLX,29224,26497,N/A,Source.CARFAX
2022,Ram,1500,31555,53479,N/A,Source.CARFAX
2021,Lexus,NX,30625,14921,N/A,Source.CARFAX
2021,Toyota,Corolla,19510,22712,N/A,Source.CARFAX
2021,Ford,Expedition MAX,43900,30592,N/A,Source.CARFAX
2022,Volkswagen,Tiguan,27141,22069,N/A,Source.CARFAX
2022,Ford,Mustang,36000,24066,N/A,Source.CARFAX
2020,Chevrolet,Silverado 2500HD,47432,7159,N/A,Source.CARFAX
2020,Honda,CR-V,21242,82726,N/A,Source.CARFAX
2023,Volkswagen,Jetta,22497,12198,N/A,Source.CARFAX
2023,Ford,F-150,49999,9609,N/A,Source.CARFAX
2020,Subaru,Forester,20899,49645,N/A,Source.CARFAX
2020,GMC,Yukon,44241,69968,N/A,Source.CARFAX
2023,Ford,Mustang Mach-E,41900,9972,N/A,Source.CARFAX
2023,Subaru,Outback,32999,23117,N/A,Source.CARFAX
2021,Kia,Soul,13613,75516,N/A,Source.CARFAX
2022,Chevrolet,Colorado,39997,17973,N/A,Source.CARFAX
2021,Ford,Expedition,35488,70325,N/A,Source.CARFAX
2022,Nissan,Rogue,29996,7101,N/A,Source.CARFAX
2021,Ram,1500,36500,25484,N/A,Source.CARFAX
2022,Ford,Edge,22263,44991,N/A,Source.CARFAX
2024,Volkswagen,Jetta,22999,3942,N/A,Source.CARFAX
2023,Nissan,Ariya,27979,3704,N/A,Source.CARFAX
2021,Volkswagen,Tiguan,23171,9786,N/A,Source.CARFAX
2020,Ford,Expedition MAX,27797,117140,N/A,Source.CARFAX
2021,Lincoln,Aviator,45300,34864,N/A,Source.CARFAX
2021,Honda,HR-V,21056,31079,N/A,Source.CARFAX
2022,Toyota,4Runner,43089,22321,N/A,Source.CARFAX
2022,Ford,Explorer,44994,20837,N/A,Source.CARFAX
2023,Ford,Mustang,38777,8982,N/A,Source.CARFAX
2021,Volvo,XC60,29483,23291,N/A,Source.CARFAX
2021,Ford,Ranger,29054,40656,N/A,Source.CARFAX
2021,Infiniti,QX80,46900,29706,N/A,Source.CARFAX
2020,Ford,F-150,33997,71503,N/A,Source.CARFAX
2023,Toyota,Corolla,25500,7020,N/A,Source.CARFAX
2021,Honda,HR-V,19899,62972,N/A,Source.CARFAX
2024,Acura,Integra,48860,2392,N/A,Source.CARFAX
2022,Jeep,Wrangler,40500,38003,N/A,Source.CARFAX
2023,Jeep,Grand Cherokee L,34000,8638,N/A,Source.CARFAX
2022,Ford,F-150,42846,31034,N/A,Source.CARFAX
2023,Jeep,Compass,25950,5456,N/A,Source.CARFAX
2023,Dodge,Charger,48000,10374,N/A,Source.CARFAX
2021,Ford,EcoSport,14325,68358,N/A,Source.CARFAX
2023,Kia,K5,28146,15674,N/A,Source.CARFAX
2022,Toyota,Tundra,43243,29971,N/A,Source.CARFAX
2023,Volkswagen,Jetta,21292,12525,N/A,Source.CARFAX
2024,Hyundai,Santa Cruz,36277,6570,N/A,Source.CARFAX
2020,Ram,1500,25950,81680,N/A,Source.CARFAX
2022,Kia,Stinger,35189,19050,N/A,Source.CARFAX
2021,Toyota,4Runner,35605,54126,N/A,Source.CARFAX
2020,Hyundai,Elantra,12999,105700,N/A,Source.CARFAX
2021,Toyota,Corolla,13995,104395,N/A,Source.CARFAX
2020,Hyundai,Elantra,14478,68856,N/A,Source.CARFAX
2021,Volkswagen,Atlas,19262,104976,N/A,Source.CARFAX
2021,Nissan,Rogue,15950,102613,N/A,Source.CARFAX
2021,Nissan,Armada,29713,65566,N/A,Source.CARFAX
2023,Toyota,RAV4,29000,29906,N/A,Source.CARFAX
2022,Ford,Expedition,39138,35383,N/A,Source.CARFAX
2021,Jeep,Compass,20400,51325,N/A,Source.CARFAX
2022,Kia,Sorento,28906,34685,N/A,Source.CARFAX
2023,Acura,TLX,49999,12244,N/A,Source.CARFAX
2023,Acura,TLX,49999,12244,N/A,Source.CARFAX
2020,Nissan,Versa,13566,44548,N/A,Source.CARFAX
2021,Jeep,Wrangler,33352,56809,N/A,Source.CARFAX
2021,Kia,Sportage,16874,68915,N/A,Source.CARFAX
2021,Ford,Mustang,33943,15500,N/A,Source.CARFAX
2023,Fisker,Ocean,29997,5482,N/A,Source.CARFAX
2023,Ford,F-150,35988,14921,N/A,Source.CARFAX
2021,Chevrolet,Traverse,28500,31186,N/A,Source.CARFAX
2023,Jeep,Grand Cherokee L,38463,10794,N/A,Source.CARFAX
2022,Jeep,Grand Cherokee,42800,10489,N/A,Source.CARFAX
2022,BMW,X3,24500,82953,N/A,Source.CARFAX
2021,Honda,Ridgeline,29003,42137,N/A,Source.CARFAX
2020,Ford,Escape,17052,73242,N/A,Source.CARFAX
2022,Subaru,WRX,34809,21129,N/A,Source.CARFAX
2022,Dodge,Charger,43371,11232,N/A,Source.CARFAX
2022,Nissan,Frontier,29215,16237,N/A,Source.CARFAX
2020,Chevrolet,Tahoe,38506,84211,N/A,Source.CARFAX
2021,Jeep,Cherokee,19899,66552,N/A,Source.CARFAX
2022,Mitsubishi,Outlander,21950,52901,N/A,Source.CARFAX
2022,Lincoln,Aviator,46513,26345,N/A,Source.CARFAX
2021,Chevrolet,Traverse,33500,39819,N/A,Source.CARFAX
2020,Mazda,CX-30,19584,45718,N/A,Source.CARFAX
2022,Nissan,Frontier,31999,31012,N/A,Source.CARFAX
2022,Nissan,Frontier,22900,49774,N/A,Source.CARFAX
2022,Jeep,Gladiator,44920,27267,N/A,Source.CARFAX
2022,Ford,Edge,23027,49988,N/A,Source.CARFAX
2021,Kia,Sorento,16396,107160,N/A,Source.CARFAX
2021,Nissan,Rogue Sport,16414,56513,N/A,Source.CARFAX
2021,Ram,1500,19981,49241,N/A,Source.CARFAX
2022,Ford,Edge,22827,48532,N/A,Source.CARFAX
2021,Jeep,Compass,19188,56363,N/A,Source.CARFAX
2021,Jeep,Compass,19165,59562,N/A,Source.CARFAX
2020,Genesis,G70,21465,65257,N/A,Source.CARFAX
2024,Nissan,Rogue,32287,575,N/A,Source.CARFAX
2022,Jeep,Wagoneer,48480,59299,N/A,Source.CARFAX
2022,Honda,Civic,24500,17573,N/A,Source.CARFAX
2021,Honda,Civic,18999,97829,N/A,Source.CARFAX
2021,Volvo,XC40,31950,24308,N/A,Source.CARFAX
2023,Volkswagen,Taos,22435,10944,N/A,Source.CARFAX
2021,Land Rover,Range Rover Evoque,34990,30474,N/A,Source.CARFAX
2021,Volvo,XC90,38950,32602,N/A,Source.CARFAX
2020,Kia,Sorento,16900,78575,N/A,Source.CARFAX
2021,Nissan,Sentra,18797,14140,N/A,Source.CARFAX
2024,Nissan,Versa,18469,9141,N/A,Source.CARFAX
2021,Toyota,Avalon,25900,59963,N/A,Source.CARFAX
2021,Audi,A5,29998,51789,N/A,Source.CARFAX
2022,Ford,Maverick,29723,11565,N/A,Source.CARFAX
2020,Subaru,Ascent,20699,78253,N/A,Source.CARFAX
2024,Toyota,Corolla Cross,31900,16569,N/A,Source.CARFAX
2023,Ford,Edge,33999,10032,N/A,Source.CARFAX
2021,Audi,A5,29998,51789,N/A,Source.CARFAX
2023,Ford,F-150,44990,12660,N/A,Source.CARFAX
2021,Subaru,Outback,26905,47199,N/A,Source.CARFAX
2023,Hyundai,Santa Fe,34497,3912,N/A,Source.CARFAX
2020,Subaru,Outback,25312,56772,N/A,Source.CARFAX
2024,Hyundai,Santa Cruz,37500,4831,N/A,Source.CARFAX
2022,Nissan,Frontier,34001,36149,N/A,Source.CARFAX
2023,Ford,Bronco Sport,33226,18008,N/A,Source.CARFAX
2020,Kia,Soul,15455,60868,N/A,Source.CARFAX
2021,Chevrolet,Blazer,22099,43951,N/A,Source.CARFAX
2022,Nissan,Sentra,22824,17033,N/A,Source.CARFAX
2023,Ford,Mustang Mach-E,47995,1040,N/A,Source.CARFAX
2021,Nissan,Rogue,26462,60456,N/A,Source.CARFAX
2023,Toyota,RAV4,29872,20085,N/A,Source.CARFAX
2022,Kia,Forte,19889,2250,N/A,Source.CARFAX
2022,Kia,K5,27800,20001,N/A,Source.CARFAX
2021,Nissan,Rogue,25108,31472,N/A,Source.CARFAX
2023,Mazda,CX-5,27091,21448,N/A,Source.CARFAX
2022,Toyota,RAV4,34748,28639,N/A,Source.CARFAX
2023,Nissan,Pathfinder,39700,15627,N/A,Source.CARFAX
2021,Jaguar,F-Pace,44877,26612,N/A,Source.CARFAX
2022,Kia,Telluride,40989,33469,N/A,Source.CARFAX
2020,Honda,Accord,24869,40983,N/A,Source.CARFAX
2020,Ford,Fusion,13499,69591,N/A,Source.CARFAX
2023,Fisker,Ocean,28064,5853,N/A,Source.CARFAX
2020,Mercedes-Benz,E-Class,34991,55626,N/A,Source.CARFAX
2021,Toyota,4Runner,41825,20299,N/A,Source.CARFAX
2020,Hyundai,Kona,14998,88552,N/A,Source.CARFAX
2020,Audi,Q5,18499,94485,N/A,Source.CARFAX
2021,Audi,S5,43296,35231,N/A,Source.CARFAX
2020,Kia,Soul,12900,106257,N/A,Source.CARFAX
2021,Jeep,Grand Cherokee,28500,40189,N/A,Source.CARFAX
2021,Ford,F-150,38990,25721,N/A,Source.CARFAX
2023,Nissan,Sentra,21988,17949,N/A,Source.CARFAX
2021,Volkswagen,Tiguan,18976,51895,N/A,Source.CARFAX
2022,Kia,Sorento,36000,32555,N/A,Source.CARFAX
2022,Honda,Accord,29622,39237,N/A,Source.CARFAX
2024,Subaru,Outback,32490,7539,N/A,Source.CARFAX
2023,Honda,Pilot,45900,14831,N/A,Source.CARFAX
2023,Nissan,Altima,24135,19426,N/A,Source.CARFAX
2023,Nissan,Frontier,34969,15327,N/A,Source.CARFAX
2021,Volkswagen,Atlas,27479,24568,N/A,Source.CARFAX
2023,Mazda,CX-5,27500,1954,N/A,Source.CARFAX
2021,Chevrolet,Silverado 1500,39999,65395,N/A,Source.CARFAX
2024,Mazda,CX-5,27997,5074,N/A,Source.CARFAX
2021,Toyota,C-HR,22769,47381,N/A,Source.CARFAX
2020,Honda,Civic,16540,122170,N/A,Source.CARFAX
2021,Chevrolet,Silverado 1500,32276,16525,N/A,Source.CARFAX
2022,Dodge,Challenger,41990,19039,N/A,Source.CARFAX
2023,Toyota,RAV4,29886,3921,N/A,Source.CARFAX
2020,Ford,Transit Connect,17500,72985,N/A,Source.CARFAX
2020,Toyota,Tacoma,29291,16673,N/A,Source.CARFAX
2020,Chevrolet,Tahoe,38000,70409,N/A,Source.CARFAX
2020,Hyundai,Santa Fe,22536,71607,N/A,Source.CARFAX
2022,Jeep,Compass,25800,4812,N/A,Source.CARFAX
2021,Chevrolet,Silverado 1500,42979,25840,N/A,Source.CARFAX
2021,Chevrolet,Blazer,31500,23644,N/A,Source.CARFAX
2021,Subaru,Forester,26924,27777,N/A,Source.CARFAX
2022,Chevrolet,Suburban,46687,60729,N/A,Source.CARFAX
2022,Jeep,Wagoneer,45495,67119,N/A,Source.CARFAX
2022,Acura,RDX,34700,21583,N/A,Source.CARFAX
2023,Toyota,Tacoma,36297,3250,N/A,Source.CARFAX
2021,Toyota,Corolla,18988,24503,N/A,Source.CARFAX
2023,Nissan,Maxima,35988,24104,N/A,Source.CARFAX
2023,Volkswagen,Tiguan,26730,12875,N/A,Source.CARFAX
2023,Jeep,Grand Cherokee L,34250,6939,N/A,Source.CARFAX
2023,Jeep,Grand Cherokee,33000,10343,N/A,Source.CARFAX
2023,Jeep,Grand Cherokee L,34550,4099,N/A,Source.CARFAX
2023,Hyundai,Palisade,43700,22401,N/A,Source.CARFAX
2023,Volkswagen,Jetta,22189,6054,N/A,Source.CARFAX
2023,Volkswagen,Taos,23498,18047,N/A,Source.CARFAX
2022,Ram,2500,45000,47632,N/A,Source.CARFAX
2023,Honda,Civic,47451,3678,N/A,Source.CARFAX
2020,Mazda,CX-5,21951,38000,N/A,Source.CARFAX
2024,Honda,Civic,24887,4943,N/A,Source.CARFAX
2022,Jeep,Grand Cherokee,46726,25257,N/A,Source.CARFAX
2024,Chevrolet,Equinox,25497,3208,N/A,Source.CARFAX
2020,Mazda,CX-5,21951,38000,N/A,Source.CARFAX
2022,Ford,Edge,31135,6455,N/A,Source.CARFAX
2024,Subaru,Crosstrek,32022,1333,N/A,Source.CARFAX
2021,Jeep,Grand Cherokee L,32950,27666,N/A,Source.CARFAX
2022,Dodge,Challenger,25500,8084,N/A,Source.CARFAX
2023,Ford,Escape,24968,12175,N/A,Source.CARFAX
2021,Ford,Explorer,28777,15681,N/A,Source.CARFAX
2022,Toyota,RAV4,35900,2260,N/A,Source.CARFAX
2023,Nissan,Rogue,24196,19243,N/A,Source.CARFAX
2023,Ford,Escape,23999,7541,N/A,Source.CARFAX
2022,Ford,F-150,43359,12805,N/A,Source.CARFAX
2023,Chevrolet,TrailBlazer,23000,19610,N/A,Source.CARFAX
2021,BMW,X1,26320,45441,N/A,Source.CARFAX
2022,Jeep,Compass,22926,18541,N/A,Source.CARFAX
2024,Hyundai,Tucson,23980,10449,N/A,Source.CARFAX
2022,Nissan,Frontier,29331,21072,N/A,Source.CARFAX
2021,Mazda,CX-9,27997,39144,N/A,Source.CARFAX
2020,Chevrolet,Equinox,20888,20029,N/A,Source.CARFAX
2021,Chevrolet,Blazer,24716,23753,N/A,Source.CARFAX
2022,Toyota,Tacoma,30054,25225,N/A,Source.CARFAX
2022,Ford,Ranger,34370,25342,N/A,Source.CARFAX
2022,Acura,MDX,38777,42537,N/A,Source.CARFAX
2021,Volvo,XC60,31895,32660,N/A,Source.CARFAX
2023,Nissan,Armada,44750,10328,N/A,Source.CARFAX
2023,Jeep,Renegade,24500,5784,N/A,Source.CARFAX
2022,Jeep,Compass,22926,18541,N/A,Source.CARFAX
2020,Acura,MDX,29244,36000,N/A,Source.CARFAX
2024,Kia,Sportage,28600,11616,N/A,Source.CARFAX
2023,Nissan,Altima,24800,1445,N/A,Source.CARFAX
2021,Mercedes-Benz,GLE,39137,43052,N/A,Source.CARFAX
2024,Ram,2500,49900,4150,N/A,Source.CARFAX
2021,Mazda,CX-9,27997,39144,N/A,Source.CARFAX
2022,Kia,Seltos,21400,16718,N/A,Source.CARFAX
2021,Subaru,Crosstrek,27199,19526,N/A,Source.CARFAX
2023,Nissan,Sentra,23100,9260,N/A,Source.CARFAX
2024,Jeep,Grand Cherokee L,41799,1429,N/A,Source.CARFAX
2023,Honda,Ridgeline,34496,10263,N/A,Source.CARFAX
2021,Volkswagen,Tiguan,20777,55587,N/A,Source.CARFAX
2022,Toyota,Corolla,21089,3354,N/A,Source.CARFAX
2023,Kia,Carnival,31651,33663,N/A,Source.CARFAX
2021,Subaru,Crosstrek,22497,55621,N/A,Source.CARFAX
2022,Ford,Ranger,35463,21621,N/A,Source.CARFAX
2024,Honda,Accord,26988,2282,N/A,Source.CARFAX
2023,Subaru,Ascent,38199,20018,N/A,Source.CARFAX
2020,Ford,F-150,35272,54740,N/A,Source.CARFAX
2023,Ford,Edge,30000,16381,N/A,Source.CARFAX
2022,Dodge,Challenger,25500,8084,N/A,Source.CARFAX
2022,Ram,1500,38636,49110,N/A,Source.CARFAX
2021,Mercedes-Benz,GLE,39137,43052,N/A,Source.CARFAX
2024,Ram,2500,49900,4150,N/A,Source.CARFAX
2022,Toyota,Corolla,21089,3354,N/A,Source.CARFAX
2024,Volvo,S60,43995,3343,N/A,Source.CARFAX
2023,Honda,Ridgeline,34496,10263,N/A,Source.CARFAX
2023,Nissan,Armada,41979,15119,N/A,Source.CARFAX
2022,Ford,Mustang,27490,6128,N/A,Source.CARFAX
2022,Chevrolet,Blazer,29367,15290,N/A,Source.CARFAX
2023,Mazda,CX-30,25923,7840,N/A,Source.CARFAX
2022,Ram,1500,39794,15402,N/A,Source.CARFAX
2021,Nissan,Versa,16655,18964,N/A,Source.CARFAX
2021,Ford,Bronco Sport,25430,30992,N/A,Source.CARFAX
2021,Ford,Bronco Sport,25315,32832,N/A,Source.CARFAX
2021,Ford,Bronco Sport,24264,13617,N/A,Source.CARFAX
2022,Buick,Envision,30220,35681,N/A,Source.CARFAX
2021,GMC,Sierra 1500,48966,21711,N/A,Source.CARFAX
2023,Nissan,Altima,28800,13777,N/A,Source.CARFAX
2020,Nissan,Pathfinder,20933,62095,N/A,Source.CARFAX
2023,Hyundai,Palisade,43630,14107,N/A,Source.CARFAX
2021,Subaru,Legacy,26900,22714,N/A,Source.CARFAX
2022,Nissan,Kicks,18979,30865,N/A,Source.CARFAX
2020,Nissan,Murano,17106,64729,N/A,Source.CARFAX
2021,Dodge,Challenger,37000,15539,N/A,Source.CARFAX
2021,Honda,Civic,15907,89202,N/A,Source.CARFAX
2021,Honda,HR-V,17790,51548,N/A,Source.CARFAX
2020,Kia,Telluride,22489,90265,N/A,Source.CARFAX
2022,Ram,1500,24695,42219,N/A,Source.CARFAX
2023,Honda,CR-V,29999,19292,N/A,Source.CARFAX
2022,Hyundai,Palisade,39500,9858,N/A,Source.CARFAX
2021,Kia,Forte,18480,43459,N/A,Source.CARFAX
2024,Toyota,Camry,24734,3978,N/A,Source.CARFAX
2021,Audi,A4,24987,46119,N/A,Source.CARFAX
2023,Hyundai,Elantra,21500,7339,N/A,Source.CARFAX
2024,Mazda,CX-90,42844,12402,N/A,Source.CARFAX
2022,Toyota,GR Supra,49769,19554,N/A,Source.CARFAX
2020,Chevrolet,Trax,10240,154571,N/A,Source.CARFAX
2020,Mazda,Mazda6,18997,69827,N/A,Source.CARFAX
2024,Toyota,Corolla,23998,2912,N/A,Source.CARFAX
2021,Toyota,Corolla,14379,122894,N/A,Source.CARFAX
2024,Hyundai,Tucson,29920,11155,N/A,Source.CARFAX
2020,Nissan,Murano,20579,23959,N/A,Source.CARFAX
2023,Chevrolet,Camaro,29000,9179,N/A,Source.CARFAX
2021,GMC,Sierra 1500,31035,55190,N/A,Source.CARFAX
2021,Honda,CR-V,25000,34088,N/A,Source.CARFAX
2021,Ford,Bronco Sport,21995,81572,N/A,Source.CARFAX
2020,Lincoln,Nautilus,26532,58068,N/A,Source.CARFAX
2023,Acura,MDX,46998,30026,N/A,Source.CARFAX
2021,Kia,Seltos,17000,24371,N/A,Source.CARFAX
2020,Chevrolet,Trax,14472,68649,N/A,Source.CARFAX
2021,Chevrolet,Blazer,21995,41272,N/A,Source.CARFAX
2021,Chevrolet,Blazer,21995,41272,N/A,Source.CARFAX
2023,Fisker,Ocean,34500,3497,N/A,Source.CARFAX
2020,Chevrolet,Traverse,31990,49986,N/A,Source.CARFAX
2021,BMW,2 Series,25900,44690,N/A,Source.CARFAX
2021,Volvo,XC60,31950,25727,N/A,Source.CARFAX
2022,Ford,Bronco Sport,31532,16471,N/A,Source.CARFAX
2022,Mazda,CX-5,28996,15821,N/A,Source.CARFAX
2020,Jeep,Cherokee,16230,81189,N/A,Source.CARFAX
2022,Subaru,Ascent,33848,30207,N/A,Source.CARFAX
2022,Toyota,Tacoma,32994,27187,N/A,Source.CARFAX
2024,Toyota,Camry,27950,9360,N/A,Source.CARFAX
2023,GMC,Terrain,31500,17411,N/A,Source.CARFAX
2023,Ram,1500,35186,6755,N/A,Source.CARFAX
2020,Chevrolet,Equinox,19500,47397,N/A,Source.CARFAX
2022,Jeep,Grand Cherokee L,44475,27683,N/A,Source.CARFAX
2023,Kia,Forte,19668,6096,N/A,Source.CARFAX
2023,Kia,Stinger,39995,14588,N/A,Source.CARFAX
2023,Nissan,Altima,21822,11088,N/A,Source.CARFAX
2021,Ford,F-150,40764,34783,N/A,Source.CARFAX
2021,Nissan,Rogue,24223,50919,N/A,Source.CARFAX
2021,Nissan,Rogue,18988,41856,N/A,Source.CARFAX
2020,Ram,1500,31980,90408,N/A,Source.CARFAX
2022,Ram,1500,35980,62848,N/A,Source.CARFAX
2023,Ram,1500,41741,6214,N/A,Source.CARFAX
2021,Honda,Pilot,32776,45503,N/A,Source.CARFAX
2021,Ford,F-150,40764,34783,N/A,Source.CARFAX
2023,Nissan,Altima,21822,11088,N/A,Source.CARFAX
2021,Cadillac,XT5,32900,25310,N/A,Source.CARFAX
2022,Nissan,Frontier,25600,42479,N/A,Source.CARFAX
2023,Honda,HR-V,24750,29697,N/A,Source.CARFAX
2021,Ford,F-150,34990,121222,N/A,Source.CARFAX
2023,Jeep,Compass,25968,10840,N/A,Source.CARFAX
2020,Cadillac,XT5,29800,24944,N/A,Source.CARFAX
2021,Jeep,Compass,20664,24344,N/A,Source.CARFAX
2024,Mazda,CX-50,28276,6385,N/A,Source.CARFAX
2022,Toyota,C-HR,26499,5771,N/A,Source.CARFAX
2021,Honda,Pilot,32776,45503,N/A,Source.CARFAX
2023,Mazda,CX-50,27855,12899,N/A,Source.CARFAX
2022,Ford,Bronco Sport,21500,82546,N/A,Source.CARFAX
2020,Ford,F-150,29900,45489,N/A,Source.CARFAX
2021,Jeep,Compass,17754,56337,N/A,Source.CARFAX
2021,Jeep,Compass,17923,54788,N/A,Source.CARFAX
2023,Kia,K5,28301,17588,N/A,Source.CARFAX
2021,Nissan,Rogue,18988,41856,N/A,Source.CARFAX
2020,GMC,Yukon,37996,87402,N/A,Source.CARFAX
2020,GMC,Sierra 1500,41379,79340,N/A,Source.CARFAX
